,Geneid,Chr,Start,End,Strand,Length,sampleTreat_1.sam,sampleTreat_2.sam,sampleTreat_3.sam,sampleCtrl_1.sam,sampleCtrl_2.sam,sampleCtrl_3.sam,sampleTreat_1.sam.tpm,sampleTreat_2.sam.tpm,sampleTreat_3.sam.tpm,sampleCtrl_1.sam.tpm,sampleCtrl_2.sam.tpm,sampleCtrl_3.sam.tpm,sampleTreat_1.sam.cpm,sampleTreat_2.sam.cpm,sampleTreat_3.sam.cpm,sampleCtrl_1.sam.cpm,sampleCtrl_2.sam.cpm,sampleCtrl_3.sam.cpm
2488,YPK_2526,NC_010465,2767665,2768996,+,1332,10,8,2,2,1,4,166.8489,130.0735,33.4064,40.7896,19.5074,99.3158,297.0268,242.8511,65.2082,76.7342,36.6892,178.9629
2489,YPK_2527,NC_010465,2768999,2770147,+,1149,10,0,0,0,5,3,193.4228,0.0,0.0,0.0,113.0714,86.3503,297.0268,0.0,0.0,0.0,183.4458,134.2222
2490,YPK_2528,NC_010465,2770144,2771211,+,1068,5,2,6,2,0,1,104.0462,40.5566,124.9925,50.8724,0.0,30.9664,148.5134,60.7128,195.6245,76.7342,0.0,44.7407
2491,YPK_2529,NC_010465,2771211,2771801,+,591,0,0,4,0,0,2,0.0,0.0,150.5832,0.0,0.0,111.9193,0.0,0.0,130.4164,0.0,0.0,89.4815
2492,YPK_2530,NC_010465,2771807,2772544,+,738,6,1,3,0,0,6,180.6852,29.3459,90.4417,0.0,0.0,268.8793,178.2161,30.3564,97.8123,0.0,0.0,268.4444
2493,YPK_2531,NC_010465,2772526,2773302,+,777,0,0,0,2,6,2,0.0,0.0,0.0,69.925,200.6472,85.1278,0.0,0.0,0.0,76.7342,220.135,89.4815
2494,YPK_2532,NC_010465,2773296,2773910,+,615,2,6,6,4,4,2,72.2741,211.2902,217.0601,176.6886,169.0004,107.5517,59.4054,182.1383,195.6245,153.4684,146.7567,89.4815
2495,YPK_2533,NC_010465,2774040,2774498,-,459,1,0,0,0,0,0,48.4189,0.0,0.0,0.0,0.0,0.0,29.7027,0.0,0.0,0.0,0.0,0.0
2496,YPK_2534,NC_010465,2774488,2774643,-,156,0,1,0,0,0,0,0.0,138.8285,0.0,0.0,0.0,0.0,0.0,30.3564,0.0,0.0,0.0,0.0
2497,YPK_2535,NC_010465,2774820,2776229,-,1410,64,58,59,62,37,46,1008.7616,890.8652,930.9725,1194.5278,681.8447,1078.9498,1900.9713,1760.6703,1923.6412,2378.76,1357.4993,2058.0735
2498,YPK_2536,NC_010465,2776615,2777508,-,894,4,6,7,2,3,6,99.4375,145.3506,174.2066,60.7738,87.194,221.9608,118.8107,182.1383,228.2286,76.7342,110.0675,268.4444
2499,YPK_2537,NC_010465,2777592,2778482,-,891,0,2,3,0,2,1,0.0,48.6133,74.9113,0.0,58.325,37.118,0.0,60.7128,97.8123,0.0,73.3783,44.7407
2500,YPK_2538,NC_010465,2779429,2781243,+,1815,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,18.2216,0.0,0.0,0.0,0.0,0.0,44.7407
2501,YPK_2539,NC_010465,2781473,2783734,+,2262,0,2,4,0,0,0,0.0,19.1488,39.3434,0.0,0.0,0.0,0.0,60.7128,130.4164,0.0,0.0,0.0
2502,YPK_2540,NC_010465,2783824,2784903,+,1080,0,0,4,0,0,0,0.0,0.0,82.4025,0.0,0.0,0.0,0.0,0.0,130.4164,0.0,0.0,0.0
2503,YPK_2541,NC_010465,2784900,2785940,+,1041,0,0,0,2,0,0,0.0,0.0,0.0,52.1919,0.0,0.0,0.0,0.0,0.0,76.7342,0.0,0.0
2504,YPK_2542,NC_010465,2785927,2786967,+,1041,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505,YPK_2543,NC_010465,2786994,2787812,+,819,4,0,0,0,2,0,108.5435,0.0,0.0,0.0,63.4525,0.0,118.8107,0.0,0.0,0.0,73.3783,0.0
2506,YPK_2544,NC_010465,2787939,2789783,-,1845,0,0,0,0,3,0,0.0,0.0,0.0,0.0,42.2501,0.0,0.0,0.0,0.0,0.0,110.0675,0.0
2507,YPK_2545,NC_010465,2789780,2790358,-,579,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2508,YPK_2546,NC_010465,2790358,2791656,-,1299,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2509,YPK_2547,NC_010465,2791691,2793238,-,1548,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2510,YPK_2548,NC_010465,2793389,2794168,-,780,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2511,YPK_2549,NC_010465,2794610,2796196,+,1587,12,12,7,10,2,7,168.0475,163.7599,98.1353,171.1775,32.7458,145.8759,356.4321,364.2766,228.2286,383.671,73.3783,313.1851
2512,YPK_2550,NC_010465,2796341,2798197,-,1857,18,4,6,15,8,7,215.4211,46.65,71.8858,219.4335,111.9389,124.6662,534.6482,121.4255,195.6245,575.5064,293.5134,313.1851
2513,YPK_2551,NC_010465,2798384,2798965,-,582,15,7,8,6,9,6,572.7907,260.4823,305.8236,280.0606,401.8115,340.9501,445.5401,212.4947,260.8327,230.2026,330.2025,268.4444
2514,YPK_2552,NC_010465,2799070,2799711,-,642,4,7,8,2,0,1,138.469,236.1381,277.2419,84.6289,0.0,51.5143,118.8107,212.4947,260.8327,76.7342,0.0,44.7407
2515,YPK_2553,NC_010465,2799956,2801068,-,1113,18,12,10,12,22,5,359.4223,233.5012,199.8982,292.8935,513.6063,148.5721,534.6482,364.2766,326.0409,460.4052,807.1617,223.7036
2516,YPK_2554,NC_010465,2801333,2803360,+,2028,8,12,4,6,4,11,87.6697,128.1494,43.883,80.3724,51.2501,179.3855,237.6214,364.2766,130.4164,230.2026,146.7567,492.148
2517,YPK_2555,NC_010465,2803489,2804319,-,831,0,0,4,0,0,0,0.0,0.0,107.0935,0.0,0.0,0.0,0.0,0.0,130.4164,0.0,0.0,0.0
2518,YPK_2556,NC_010465,2804853,2805929,+,1077,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,YPK_2557,NC_010465,2805947,2807200,+,1254,2,4,0,0,0,0,35.4454,69.0821,0.0,0.0,0.0,0.0,59.4054,121.4255,0.0,0.0,0.0,0.0
2520,YPK_2558,NC_010465,2807536,2808717,+,1182,0,0,2,2,1,2,0.0,0.0,37.6458,45.9659,21.9829,55.9597,0.0,0.0,65.2082,76.7342,36.6892,89.4815
2521,YPK_2559,NC_010465,2808959,2809366,+,408,3,14,4,7,2,8,163.4138,743.1406,218.1242,466.0812,127.3716,648.4736,89.108,424.9894,130.4164,268.5697,73.3783,357.9258
2522,YPK_2560,NC_010465,2809363,2810058,+,696,12,8,6,6,4,6,383.1772,248.9338,191.7988,234.1886,149.3322,285.1048,356.4321,242.8511,195.6245,230.2026,146.7567,268.4444
2523,YPK_2561,NC_010465,2810384,2811268,+,885,4,2,2,0,6,1,100.4487,48.9429,50.2795,0.0,176.1614,37.3697,118.8107,60.7128,65.2082,0.0,220.135,44.7407
2524,YPK_2562,NC_010465,2811624,2813321,+,1698,0,8,8,4,2,3,0.0,102.0365,104.8229,63.995,30.6052,58.4314,0.0,242.8511,260.8327,153.4684,73.3783,134.2222
2525,YPK_2563,NC_010465,2813602,2814339,+,738,1,2,1,0,1,0,30.1142,58.6917,30.1472,0.0,35.2084,0.0,29.7027,60.7128,32.6041,0.0,36.6892,0.0
2526,YPK_2564,NC_010465,2814784,2815794,-,1011,36,14,11,6,9,3,791.369,299.9024,242.0725,161.2218,231.3099,98.137,1069.2963,424.9894,358.645,230.2026,330.2025,134.2222
2527,YPK_2565,NC_010465,2815815,2817335,-,1521,50,45,28,4,6,1,730.5812,640.7468,409.5744,71.4421,102.5002,21.7437,1485.1338,1366.0373,912.9145,153.4684,220.135,44.7407
2528,YPK_2566,NC_010465,2817565,2818557,-,993,133,111,181,38,90,27,2976.6658,2420.9,4055.3962,1039.5803,2355.0281,899.2429,3950.4559,3369.5586,5901.34,1457.9497,3302.0252,1207.9996
2529,YPK_2567,NC_010465,2819305,2820471,-,1167,0,2,2,1,2,1,0.0,37.1161,38.1297,23.2784,44.531,28.3395,0.0,60.7128,65.2082,38.3671,73.3783,44.7407
2530,YPK_2568,NC_010465,2820526,2821188,-,663,6,4,0,1,0,1,201.1247,130.6621,0.0,40.9742,0.0,49.8826,178.2161,121.4255,0.0,38.3671,0.0,44.7407
2531,YPK_2569,NC_010465,2821372,2822523,-,1152,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,86.1254,0.0,0.0,0.0,0.0,0.0,134.2222
2532,YPK_2570,NC_010465,2822659,2823528,+,870,2,0,0,0,0,1,51.0903,0.0,0.0,0.0,0.0,38.014,59.4054,0.0,0.0,0.0,0.0,44.7407
2533,YPK_2571,NC_010465,2823802,2824941,+,1140,9,4,3,10,11,6,175.4548,75.9903,58.5491,238.2971,250.721,174.064,267.3241,121.4255,97.8123,383.671,403.5809,268.4444
2534,YPK_2572,NC_010465,2824962,2825804,+,843,3,10,5,11,6,7,79.09,256.9068,131.9612,354.4776,184.9381,274.6205,89.108,303.5638,163.0204,422.0381,220.135,313.1851
2535,YPK_2573,NC_010465,2826073,2826273,+,201,0,0,2,0,4,0,0.0,0.0,221.3798,0.0,517.0907,0.0,0.0,0.0,65.2082,0.0,146.7567,0.0
2536,YPK_2574,NC_010465,2826357,2828717,+,2361,0,0,2,0,0,0,0.0,0.0,18.8468,0.0,0.0,0.0,0.0,0.0,65.2082,0.0,0.0,0.0
2537,YPK_2575,NC_010465,2828719,2829981,+,1263,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2538,YPK_2576,NC_010465,2829983,2830651,+,669,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2539,YPK_2577,NC_010465,2830661,2831971,+,1311,2,2,0,0,0,0,33.9043,33.0393,0.0,0.0,0.0,0.0,59.4054,60.7128,0.0,0.0,0.0,0.0
2540,YPK_2578,NC_010465,2832506,2833780,+,1275,3,0,4,2,6,2,52.2924,0.0,69.7997,42.6131,122.2768,51.8779,89.108,0.0,130.4164,76.7342,220.135,89.4815
2541,YPK_2579,NC_010465,2833782,2834552,+,771,0,2,0,0,2,0,0.0,56.1796,0.0,0.0,67.4029,0.0,0.0,60.7128,0.0,0.0,73.3783,0.0
2542,YPK_2580,NC_010465,2834624,2835271,-,648,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2543,YPK_2581,NC_010465,2835489,2837084,-,1596,6,10,10,4,2,1,83.5499,135.697,139.4027,68.0849,32.5612,20.7219,178.2161,303.5638,326.0409,153.4684,73.3783,44.7407
2544,YPK_2582,NC_010465,2837768,2838391,+,624,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,YPK_2583,NC_010465,2838599,2839966,-,1368,0,2,0,0,2,0,0.0,31.6626,0.0,0.0,37.988,0.0,0.0,60.7128,0.0,0.0,73.3783,0.0
2546,YPK_2584,NC_010465,2839991,2840443,-,453,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2547,YPK_2585,NC_010465,2840443,2841024,-,582,0,1,0,0,0,0,0.0,37.2118,0.0,0.0,0.0,0.0,0.0,30.3564,0.0,0.0,0.0,0.0
2548,YPK_2586,NC_010465,2840999,2842084,-,1086,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,YPK_2587,NC_010465,2842048,2843811,-,1764,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,18.7484,0.0,0.0,0.0,0.0,0.0,44.7407
2550,YPK_2588,NC_010465,2844032,2844502,-,471,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2551,YPK_2589,NC_010465,2844502,2845560,-,1059,6,0,0,0,2,0,125.9166,0.0,0.0,0.0,49.0724,0.0,178.2161,0.0,0.0,0.0,73.3783,0.0
2552,YPK_2590,NC_010465,2845578,2847179,-,1602,0,2,0,0,0,2,0.0,27.0378,0.0,0.0,0.0,41.2886,0.0,60.7128,0.0,0.0,0.0,89.4815
2553,YPK_2591,NC_010465,2847223,2850645,-,3423,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554,YPK_2592,NC_010465,2850642,2851874,-,1233,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555,YPK_2593,NC_010465,2851981,2852763,-,783,0,0,0,2,0,2,0.0,0.0,0.0,69.3892,0.0,84.4755,0.0,0.0,0.0,76.7342,0.0,89.4815
2556,YPK_2594,NC_010465,2852812,2853246,-,435,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,YPK_2595,NC_010465,2853585,2853857,-,273,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,YPK_2596,NC_010465,2853902,2854720,-,819,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,40.3811,0.0,0.0,0.0,0.0,0.0,44.7407
2559,YPK_2597,NC_010465,2854732,2855034,-,303,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2560,YPK_2598,NC_010465,2855039,2855605,-,567,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2561,YPK_2599,NC_010465,2855804,2855923,-,120,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,YPK_2600,NC_010465,2855972,2856472,-,501,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,YPK_2601,NC_010465,2857137,2857379,-,243,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2564,YPK_2602,NC_010465,2857435,2858283,-,849,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2565,YPK_2603,NC_010465,2858382,2858630,-,249,0,2,0,0,0,0,0.0,173.9537,0.0,0.0,0.0,0.0,0.0,60.7128,0.0,0.0,0.0,0.0
2566,YPK_2604,NC_010465,2858678,2859010,-,333,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2567,YPK_2605,NC_010465,2859205,2859993,-,789,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2568,YPK_2606,NC_010465,2859996,2860748,-,753,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,YPK_2607,NC_010465,2860750,2861469,-,720,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2570,YPK_2608,NC_010465,2861462,2862700,-,1239,0,0,2,0,0,1,0.0,0.0,35.9139,0.0,0.0,26.6926,0.0,0.0,65.2082,0.0,0.0,44.7407
2571,YPK_2609,NC_010465,2862716,2863453,-,738,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2572,YPK_2610,NC_010465,2863455,2864738,-,1284,0,0,0,0,1,0,0.0,0.0,0.0,0.0,20.2366,0.0,0.0,0.0,0.0,0.0,36.6892,0.0
2573,YPK_2611,NC_010465,2864728,2865252,-,525,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2574,YPK_2612,NC_010465,2865516,2865836,-,321,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2575,YPK_2613,NC_010465,2866465,2867211,+,747,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2576,YPK_2614,NC_010465,2867365,2869782,+,2418,10,4,2,12,18,11,91.9118,35.8267,18.4025,134.8182,193.4279,150.4523,297.0268,121.4255,65.2082,460.4052,660.405,492.148
2577,YPK_2615,NC_010465,2869924,2872968,-,3045,66,102,63,122,82,97,481.7085,725.4642,460.3172,1088.4192,699.7282,1053.5301,1960.3766,3096.3512,2054.0576,4680.7858,3008.5119,4339.8506
2578,YPK_2616,NC_010465,2873470,2873757,-,288,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2579,YPK_2617,NC_010465,2873801,2874001,-,201,1,0,1,0,0,0,110.5686,0.0,110.6899,0.0,0.0,0.0,29.7027,0.0,32.6041,0.0,0.0,0.0
2580,YPK_2618,NC_010465,2874509,2874838,+,330,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,100.2187,0.0,0.0,0.0,0.0,0.0,44.7407
2581,YPK_2619,NC_010465,2874890,2875168,-,279,0,2,5,2,4,0,0.0,155.249,398.7216,194.7374,372.5277,0.0,0.0,60.7128,163.0204,76.7342,146.7567,0.0
2582,YPK_2620,NC_010465,2875262,2876452,+,1191,0,1,0,4,0,2,0.0,18.1841,0.0,91.2372,0.0,55.5368,0.0,30.3564,0.0,153.4684,0.0,89.4815
2583,YPK_2621,NC_010465,2876513,2876830,+,318,4,2,1,4,2,7,279.5507,136.2091,69.9644,341.7091,163.4202,728.0034,118.8107,60.7128,32.6041,153.4684,73.3783,313.1851
2584,YPK_2622,NC_010465,2876939,2877355,-,417,0,2,3,0,1,1,0.0,103.8717,160.0623,0.0,62.3113,79.3097,0.0,60.7128,97.8123,0.0,36.6892,44.7407
2585,YPK_2623,NC_010465,2877671,2878351,+,681,2,2,9,0,4,3,65.2695,63.6042,294.0352,0.0,152.6215,145.6923,59.4054,60.7128,293.4368,0.0,146.7567,134.2222
2586,YPK_2624,NC_010465,2878530,2878994,+,465,11,9,12,6,2,5,525.7356,419.1724,574.1591,350.5274,111.7583,355.6146,326.7294,273.2075,391.2491,230.2026,73.3783,223.7036
2587,YPK_2625,NC_010465,2879055,2881109,-,2055,6,4,6,6,0,4,64.8884,42.1552,64.9596,79.3164,0.0,64.374,178.2161,121.4255,195.6245,230.2026,0.0,178.9629
2588,YPK_2626,NC_010465,2881303,2881749,+,447,9,2,4,3,2,1,447.4687,96.9004,199.0932,182.3213,116.2587,73.9869,267.3241,60.7128,130.4164,115.1013,73.3783,44.7407
2589,YPK_2627,NC_010465,2881779,2883917,+,2139,12,18,10,14,6,8,124.6804,182.2489,104.0143,177.8038,72.8859,123.692,356.4321,546.4149,326.0409,537.1393,220.135,357.9258
2590,YPK_2628,NC_010465,2884019,2884654,-,636,4,0,4,2,2,2,139.7753,0.0,139.9287,85.4273,81.7101,104.0005,118.8107,0.0,130.4164,76.7342,73.3783,89.4815
2591,YPK_2629,NC_010465,2884883,2885389,+,507,0,0,6,2,0,1,0.0,0.0,263.2978,107.1632,0.0,65.2311,0.0,0.0,195.6245,76.7342,0.0,44.7407
2592,YPK_2630,NC_010465,2885747,2886808,+,1062,211,218,215,377,319,313,4415.5582,4445.6482,4504.2025,9643.6293,7804.9296,9747.255,6267.2647,6617.6917,7009.879,14464.3953,11703.845,14003.8477
2593,YPK_2631,NC_010465,2886998,2887456,+,459,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,YPK_2632,NC_010465,2887625,2888080,-,456,0,2,8,0,0,0,0.0,94.9879,390.3275,0.0,0.0,0.0,0.0,60.7128,260.8327,0.0,0.0,0.0
2595,YPK_2633,NC_010465,2888420,2890042,+,1623,5,0,6,0,5,2,68.4667,0.0,82.2501,0.0,80.0487,40.7544,148.5134,0.0,195.6245,0.0,183.4458,89.4815
2596,YPK_2634,NC_010465,2890003,2890629,+,627,4,0,2,6,4,6,141.7817,0.0,70.9686,259.9605,165.7659,316.48,118.8107,0.0,65.2082,230.2026,146.7567,268.4444
2597,YPK_2635,NC_010465,2890895,2891083,-,189,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2598,YPK_2636,NC_010465,2891329,2892603,+,1275,8,6,6,2,4,4,139.4465,101.9164,104.6996,42.6131,81.5178,103.7558,237.6214,182.1383,195.6245,76.7342,146.7567,178.9629
2599,YPK_2637,NC_010465,2893102,2893680,-,579,8,1,4,0,7,1,307.0712,37.4046,153.7041,0.0,314.1393,57.1194,237.6214,30.3564,130.4164,0.0,256.8242,44.7407
2600,YPK_2638,NC_010465,2893677,2895329,-,1653,4,6,12,2,6,4,53.7793,78.6107,161.5148,32.8686,94.3151,80.0294,118.8107,182.1383,391.2491,76.7342,220.135,178.9629
2601,YPK_2639,NC_010465,2895316,2896602,-,1287,2,2,1,2,6,2,34.5366,33.6554,17.2872,42.2158,121.1366,51.3942,59.4054,60.7128,32.6041,76.7342,220.135,89.4815
2602,YPK_2640,NC_010465,2896731,2898644,-,1914,11,10,0,4,10,5,127.7257,113.1517,0.0,56.773,135.7566,86.3954,326.7294,303.5638,0.0,153.4684,366.8917,223.7036
2603,YPK_2641,NC_010465,2898650,2900770,-,2121,7,9,6,8,0,1,73.3475,91.8978,62.9382,102.4644,0.0,15.5927,207.9187,273.2075,195.6245,306.9368,0.0,44.7407
2604,YPK_2642,NC_010465,2900873,2901982,+,1110,0,0,0,2,0,0,0.0,0.0,0.0,48.9475,0.0,0.0,0.0,0.0,0.0,76.7342,0.0,0.0
2605,YPK_2643,NC_010465,2902008,2902559,-,552,0,0,2,0,0,0,0.0,0.0,80.6111,0.0,0.0,0.0,0.0,0.0,65.2082,0.0,0.0,0.0
2606,YPK_2644,NC_010465,2902742,2903752,-,1011,23,25,7,17,21,12,505.5969,535.5401,154.0461,456.7951,539.723,392.5478,683.1616,758.9096,228.2286,652.2406,770.4726,536.8887
2607,YPK_2645,NC_010465,2904388,2907003,-,2616,46,22,36,18,42,16,390.7939,182.1328,306.1743,186.9211,417.1713,202.2762,1366.3231,667.8404,1173.7472,690.6077,1540.9451,715.8516
2608,YPK_2646,NC_010465,2907081,2907188,-,108,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2609,YPK_2647,NC_010465,2907685,2908905,+,1221,2,4,2,2,4,2,36.4034,70.9492,36.4433,44.4977,85.123,54.1722,59.4054,121.4255,65.2082,76.7342,146.7567,89.4815
2610,YPK_2648,NC_010465,2909380,2910780,+,1401,18,24,28,6,22,7,285.5368,371.002,444.6557,116.3421,408.0256,165.2427,534.6482,728.5532,912.9145,230.2026,807.1617,313.1851
2611,YPK_2649,NC_010465,2911078,2912160,+,1083,34,48,67,243,130,152,697.7151,959.8777,1376.4179,6095.3899,3119.0169,4641.7061,1009.891,1457.1064,2184.4739,9323.2044,4769.592,6800.5906
2612,YPK_2650,NC_010465,2912417,2913607,+,1191,50,37,40,40,12,28,933.0092,672.811,747.2264,912.3719,261.8016,777.515,1485.1338,1123.1862,1304.1635,1534.6839,440.27,1252.7404
2613,YPK_2651,NC_010465,2913578,2913721,-,144,0,1,0,0,0,0,0.0,150.3975,0.0,0.0,0.0,0.0,0.0,30.3564,0.0,0.0,0.0,0.0
2614,YPK_2652,NC_010465,2913842,2914489,-,648,15,5,7,0,4,0,514.4509,167.1083,240.3405,0.0,160.3939,0.0,445.5401,151.7819,228.2286,0.0,146.7567,0.0
2615,YPK_2653,NC_010465,2914550,2915098,-,549,15,10,5,2,4,1,607.2207,394.4853,202.629,98.9649,189.3174,60.2407,445.5401,303.5638,163.0204,76.7342,146.7567,44.7407
2616,YPK_2654,NC_010465,2915322,2917178,-,1857,6,2,0,4,0,4,71.807,23.325,0.0,58.5156,0.0,71.2378,178.2161,60.7128,0.0,153.4684,0.0,178.9629
2617,YPK_2655,NC_010465,2917426,2921883,-,4458,30,42,13,14,20,24,149.5577,204.0386,64.8795,85.3123,116.5716,178.0466,891.0803,1274.9681,423.8532,537.1393,733.7834,1073.7775
2618,YPK_2656,NC_010465,2921880,2922608,-,729,0,3,6,2,0,1,0.0,89.1244,183.1166,74.5291,0.0,45.3665,0.0,91.0692,195.6245,76.7342,0.0,44.7407
2619,YPK_2657,NC_010465,2922589,2923911,-,1323,0,9,2,0,6,5,0.0,147.3282,33.6337,0.0,117.8404,124.9893,0.0,273.2075,65.2082,0.0,220.135,223.7036
2620,YPK_2658,NC_010465,2923908,2924693,-,786,3,3,6,0,7,1,84.8255,82.6612,169.8371,0.0,231.408,42.0765,89.108,91.0692,195.6245,0.0,256.8242,44.7407
2621,YPK_2659,NC_010465,2925485,2926378,-,894,4,4,10,4,8,2,99.4375,96.9004,248.8665,121.5475,232.5173,73.9869,118.8107,121.4255,326.0409,153.4684,293.5134,89.4815
2622,YPK_2660,NC_010465,2926741,2927493,-,753,6,6,3,2,2,4,177.0859,172.5677,88.6401,72.1537,69.0141,175.6821,178.2161,182.1383,97.8123,76.7342,73.3783,178.9629
2623,YPK_2661,NC_010465,2927490,2927672,-,183,0,0,1,1,0,1,0.0,0.0,121.5774,148.4474,0.0,180.7222,0.0,0.0,32.6041,38.3671,0.0,44.7407
2624,YPK_2662,NC_010465,2928220,2928429,-,210,2,0,0,6,0,3,211.6598,0.0,0.0,776.1678,0.0,472.4594,59.4054,0.0,0.0,230.2026,0.0,134.2222
2625,YPK_2663,NC_010465,2929148,2930557,+,1410,4,2,14,2,0,1,63.0476,30.7195,220.9087,38.5332,0.0,23.4554,118.8107,60.7128,456.4572,76.7342,0.0,44.7407
2626,YPK_2664,NC_010465,2930565,2931551,-,987,4,3,6,2,0,1,90.068,65.8275,135.2502,55.0474,0.0,33.5078,118.8107,91.0692,195.6245,76.7342,0.0,44.7407
2627,YPK_2665,NC_010465,2931548,2933296,-,1749,4,6,7,5,3,6,50.8274,74.2959,89.0455,77.6612,44.5691,113.4551,118.8107,182.1383,228.2286,191.8355,110.0675,268.4444
2628,YPK_2666,NC_010465,2933332,2935623,-,2292,0,2,2,0,2,2,0.0,18.8981,19.4142,0.0,22.6735,28.8588,0.0,60.7128,65.2082,0.0,73.3783,89.4815
2629,YPK_2667,NC_010465,2936156,2936440,-,285,38,46,22,28,43,30,2963.2372,3495.5546,1717.4408,2668.9279,3920.3643,3481.2796,1128.7017,1396.3937,717.2899,1074.2787,1577.6343,1342.2218
2630,YPK_2668,NC_010465,2936501,2938174,-,1674,129,192,99,190,141,161,1712.6236,2483.9846,1315.7813,3083.3429,2188.6005,3180.7749,3831.6452,5828.4257,3227.8048,7289.7483,5173.1729,7203.2571
2631,YPK_2669,NC_010465,2938348,2939040,-,693,5,2,12,0,4,2,160.3483,62.5029,385.2583,0.0,149.9787,95.4463,148.5134,60.7128,391.2491,0.0,146.7567,89.4815
